topic_id,rawg_tags,full_game_tags
Mecha_BREAK,3d|battle royale|character customization|co-op|combat|controller|free to play|full controller support|hero shooter|in-app purchases|mechs|military|moba|multiplayer|online co-op|online pvp|pvp|robots|sci-fi|stats|steam achievements|team-based|third person|third person shooter|war,action|combat|mecha|military|pvp|robots|science fiction|shooter|team-based|warfare
Trap_Trek:_Ultimate_Other_Me,3d|3d platformer|dark humor|difficult|family sharing|funny|horror|multiple endings|philosophical|physics|precision platformer|realistic|singleplayer|steam achievements|surreal|survival horror|tactical|third person,action|indie
Dying_Light,city|environment|fast|horror|night|parkour|skill|survival|zombies,action|adventure|air strike|airplane|ambient music|banter during gameplay|bat|bink video|bloody|british accent|burning|climbing|color separation|companion app|crafting|day/night cycle|digital distribution|dualshock 4 support for pc|explosion|first-person platforming|gamescom 2013|gamescom 2014|grapple|head tracking|horror|jump scare moment|leaderboard|lock picking|male protagonist|melee|mercenary|motion blur|movie reference|online multiplayer achievements|open world|original soundtrack release|parkour|pax prime 2013|pop culture reference|post-apocalyptic|profanity|real-time combat|rpg|sadism|shooter|side quests|sliding down ladders|sprinting mechanics|stealth|steam|steam achievements|steam leaderboards|survival|survival horror|swimming|throwing weapons|time limit|tower reveals map|traps|underwater gameplay|voice acting|wasd movement|x-ray damage|zombie protagonist|zombies
Don't_Starve,singleplayer,action|action-adventure|adventure|bees|bird|cooking|crafting|cross buy|day/night cycle|digital distribution|downloadable content|exploration|fantasy|ghosts|horror|indie|insanity|open world|pax east 2013|pax east 2014|pax east 2015|pax east 2016|pax prime 2013|pax prime 2015|pax west 2016|pc to console port|permadeath|playstation network|playstation plus|playstation tv support|pre-release public testing|rabbit|resource gathering|robots|roguelike|sandbox|simulator|spider|steam|steam trading cards|survival|wasd movement
Alone_in_the_Dark,cinematic|explore|horror|lovecraft|noir|psychological-horror,action|adventure|horror|mystery|puzzle|shooter|survival
Quest_Rooms,co-op|dark humor|difficult|early access|funny|great soundtrack|masterpiece|multiplayer|online co-op|singleplayer|steam cloud|third person,action|indie
Celeste,2d|celeste|character-development|female protagonist|fna|full controller support|great-graphics|horror|matt-makes-games|miniboss|singleplayer|steam achievements|steam cloud|story rich|towerfall|xna,2d|action|adventure|anxiety|atmospheric|conversation|cute|depression|difficult|digital distribution|exploration|fantasy|female protagonist|great soundtrack|indie|lgbtq+|mental health|pax west 2017|pixel art|pixel graphics|platform|precision platforming|previously on - stadia pro|psychological exploration|puzzle platformer|retro|rock climbing|snow|story rich|the game awards - best independent game - winner|the game awards - best score or music - nominee|the game awards - game of the year - nominee|transgender|transgender protagonist
NOSTALGIC_TRAIN,singleplayer|walking simulator,adventure|amnesia|fan translation - english|indie|mystery|simulator|walking simulator
Buried,2.5d|2d platformer|2d-платформер|3d|atmospheric|dark|exploration|female protagonist|first-person|full controller support|horror|immersive sim|interactive fiction|jump scare|linear|minimalist|mystery|realistic|short|singleplayer|stealth|thriller|walking simulator|протагонистка|скример,action
TRAIN_CREW,3d|automobile sim|controller|driving|early access|modern|realistic|singleplayer|trains,business|simulator
Minecraft_Dungeons,4 giocatori divano|dungeon|friends|minecraft|treasure,action|adventure|dungeon crawler|fantasy|hack and slash|rpg
SANABI,2d|2d platformer|2d-платформер|action-adventure|atmospheric|cyberpunk|difficult|early access|linear|partial controller support|pixel graphics|precision platformer|retro|side scroller|singleplayer|steam cloud|story rich,2d platformer|action|adventure|atmospheric|cyberpunk|difficult|indie|pixel graphics|platform|retro|science fiction|steam cloud|steam families|story rich
The_Ramen_Sensei,2.5d|2d|2d platformer|2d-платформер|building|collection|colony sim|cooking|cute|economy|full controller support|life sim|management|pixel graphics|resource management|retro|rts|singleplayer|steam achievements|steam cloud|story|top-down|кулинария,business|indie|puzzle|rpg|simulator|strategy
Garry's_Mod,animation & modeling|building|captions available|co-op|comedy|cross-platform multiplayer|first-person|fps|funny|includes level editor|mod|moddable|multiplayer|online co-op|physics|sandbox|singleplayer|steam achievements|steam cloud|steam workshop|steam-trading-cards|valve anti-cheat enabled|vr mod,3d|dedicated servers|in-game anti-piracy effects|indie|mod support|sandbox|simulator|vehicles
Bread_&_Fred,2d|2d platformer|2d-платформер|bread|climb|co-op|colorful|comedy|controller|cute|demo|difficult|fall|family friendly|full controller support|funny|horror|learn|local co-op|local multiplayer|luck|multiplayer|obstacle|penguin|penguins|pixel graphics|precision|precision platformer|remote play together|rock|rope|shared/split screen co-op|side scroller|singleplayer|snow|speedrun|split screen|swing,2d|action|controller support|difficult|indie|party|physics|platform|side-scrolling
Fortune_telling,singleplayer,casual|simulator
Star_Ocean,japan|ocean,2d|action|adventure|ambient music|ancient advanced civilization technology|audio logs|banter during gameplay|battle screen|branching storyline|cooking|fan translation - english|healer|japan only|jrpg|leveling up|magic|melee|multiple endings|non-linear storytelling|non-player character|on-the-fly character switching|pausable real time combat|potion|power of friendship|real-time combat|restoration|rock music|rpg|save point|science fiction|shopping|snes enhancement chip - s-dd1|spaceship|time manipulation|time travel|voice acting
Story_of_Seasons,exclusive|true exclusive,anime|breeding|digital distribution|farming|farming simulator|otome|rpg|simulator
Little_Goody_Two_Shoes,1990s|2d|anime|choices matter|controller|dating sim|exploration|female protagonist|full controller support|horror|lgbtq+|multiple endings|mystery|resource management|romance|rpg|singleplayer|steam achievements|steam cloud|steam trading cards|story rich|time management|протагонистка|романтика,action|adventure|fairytale|horror|rpg|visual novel
1-2-switch,exclusive|multiplayer|other|party|true exclusive,action|arcade|box art - real photos|full motion video|launch titles|minigame collection|minigames|motion control|nintendo switch ir motion camera|party|pax south 2017
Little_Witch_in_the_Woods,2d|conversation|crafting|cute|drama|early access|exploration|fantasy|female protagonist|full controller support|funny|magic|pixel graphics|relaxing|rpg|singleplayer|story rich|top-down|протагонистка,adventure|crafting|fantasy|indie|rpg|simulator|strategy
Placid_Plastic_Duck_Simulator,1990s|3d|atmospheric|collectathon|colorful|cute|family friendly|female protagonist|funny|immersive sim|life sim|memes|physics|realistic|relaxing|singleplayer|steam achievements|surreal|third person|протагонистка,casual|comedy|duck|immersive|kids|music|party|physics|pool|pop culture reference|puzzle|sandbox|simulator
Stardew_Valley,2d|agriculture|atmospheric|building|cloud saves|co-op|co-op multiplayer|crafting|cute|dating sim|fishing|great soundtrack|multiplayer|open world|overlay|partial controller support|pixel graphics|relaxing|retro|rpg|sandbox|shared/split screen co-op|singleplayer|steam achievements|steam cloud|steam-trading-cards,2d|achievements|adult protagonist|adventure|agriculture|alcohol|animals|aquarium|arcade cabinet|available on - google play pass|available on - luna gog|beach|billiards|business|cave|character customization|chicken|coffee|collection log|controller support|cooking|cow|crafting|customizable characters|dating simulation|day/night cycle|deliberately retro|duck|easter|fairy|fantasy|farming|festival|fish|fishing|food|foraging|health|indie|interior design|mermaid|minigames|mining|money|monster|monsters|ocean|pax west 2016|pig|pixel art|pixel art game|pixel graphics|plant|planting|relaxing|romance|rpg|sandbox|sea|season fall|season spring|season summer|season winter|seasons|simulator|snow|stamina|steam achievements|steam cloud|steam families|steam trading cards|strategy|sword|the game awards - best independent game - nominee|the game awards - nominee|the game awards 2016|underground|upgradable equipment|upgrade|upgrades|vegetables|video game characters that play video games|xbox controller support for pc
Tavern_Manager_Simulator,3d|atmospheric|base building|building|cooking|crafting|economy|exploration|family sharing|fantasy|first-person|funny|inventory management|job simulator|management|relaxing|sandbox|singleplayer|wholesome|кулинария,business|fantasy|indie|sandbox|simulator
League_of_Legends,moba|multiplayer|online multiplayer,a.i. companion|action|available on - pc gamepass|bots|color blind assist|esports|fantasy|free to play|game developers choice awards 2011|loot boxes|moba|multiplayer online battle arena|pax east 2014|pax east 2016|pax prime 2013|pax prime 2014|rat|rpg|rpg elements|strategy|the game awards - best esports game - nominee|the game awards - nominee|the game awards 2016|the game awards 2017
Cast_n_Chill,2d|atmospheric|camera comfort|controller|cozy|creature collector|economy|family friendly|family sharing|fishing|full controller support|idle-игра|idler|keyboard only option|minimalist|mouse only option|nature|pixel graphics|playable without timed input|relaxing|resource management|rpg|singleplayer|steam achievements|steam cloud|stereo sound|underwater|спорт,2d|achievements|animals|atmospheric|bass fishing|bear|beautiful|bird|boat|buy and sell|calm|calming|camera comfort|character customization|cloud saves|controller support|cozy|day/night cycle|deer|dog|dogs|dualsense support for pc|dualshock 4 support for pc|duck|ducks|family friendly|fish|fishing|geese|idle|idle game|idler|immersive sim|indie|keyboard only option|lighthouse|money|mouse only option|nature|nextfest june 2025|otter|pixel graphics|playable without timed input|realistic|resource management|rpg|shopping|simulator|sport|squirrel|steam achievements|steam cloud|steam deck|steam families|stereo sound|underwater|underwater gameplay|upgradable equipment|upgrade|upgradeable vehicles|upgrades|xbox controller support for pc
Planet_Coaster,atmospheric|base building|building|colorful|economy|family friendly|first-person|funny|great soundtrack|management|multiplayer|open world|realistic|sandbox|singleplayer|steam achievements|steam cloud|steam workshop|steam-trading-cards,action|amusement park|artificial intelligence|construction|digital distribution|management|original soundtrack release|pre-release public testing|sandbox|simulator|steam|steam achievements|steam cloud|steam trading cards|steam workshop|strategy|tycoon|voxel
